Temperature (C),Apparent Temperature (C),Humidity
27.73888889,27.35555556,0.39
27.77777778,27.5,0.4
27.8,27.4,0.39
27.87222222,27.37777778,0.37
26.15555556,26.15555556,0.43
23.97777778,23.97777778,0.54
22.57222222,22.57222222,0.58
21.13888889,21.13888889,0.6
20.43888889,20.43888889,0.67
20.42777778,20.42777778,0.7
19.35555556,19.35555556,0.74
18.75,18.75,0.76
19.87777778,19.87777778,0.85
17.22222222,17.22222222,0.84
16.64444444,16.64444444,0.87
16.55,16.55,0.88
16.09444444,16.09444444,0.87
17.66666667,17.66666667,0.84
20.78333333,20.78333333,0.7
22.73333333,22.73333333,0.67
26.01666667,26.01666667,0.55
26.12777778,26.12777778,0.58
28.83888889,29.61111111,0.51
29.00555556,29.75,0.51
31.03333333,31.71111111,0.45
31.13333333,30.6,0.36
31.13333333,31.26111111,0.41
31.21111111,31.32777778,0.41
30.02222222,30.70555556,0.48
27.87222222,29.07222222,0.58
25.40555556,25.40555556,0.66
22.75555556,22.75555556,0.79
22.68888889,22.68888889,0.79
21.2,21.2,0.84
21.55,21.55,0.81
21.43888889,21.43888889,0.82
19.50555556,19.50555556,0.92
19.86111111,19.86111111,0.88
19.33333333,19.33333333,0.87
18.75,18.75,0.91
18.84444444,18.84444444,0.9
19.91111111,19.91111111,0.87
22.10555556,22.10555556,0.81
24.95,24.95,0.69
25,25,0.74
27.3,29.12777778,0.67
27.96666667,29.62777778,0.62
30.11666667,31.27222222,0.5
31.04444444,31.68888889,0.45
31.20555556,32.45555556,0.47
32.17222222,32.91111111,0.42
32.54444444,33.17777778,0.4
31.03888889,31.62222222,0.44
28.95555556,30.16666667,0.54
26.47777778,26.47777778,0.64
22.91666667,22.91666667,0.73
23.38333333,23.38333333,0.73
22.45,22.45,0.83
22.6,22.6,0.77
19.98333333,19.98333333,0.9
20.95555556,20.95555556,0.87
18.87222222,18.87222222,0.9
18.33888889,18.33888889,0.93
18.85,18.85,0.93
17.27777778,17.27777778,0.99
19.91666667,19.91666667,0.87
23.6,23.6,0.74
25.99444444,25.99444444,0.61
27.73333333,28.62222222,0.55
28.79444444,29.36666667,0.5
29.88333333,30.38888889,0.47
30.97222222,31.59444444,0.45
31.91666667,32.42222222,0.41
32.12777778,32.75,0.42
32.12777778,32.22777778,0.39
31.08333333,31.68888889,0.44
31.01666667,31.62222222,0.44
27.26666667,28.80555556,0.64
25.45555556,25.45555556,0.68
22.8,22.8,0.84
23.21666667,23.21666667,0.79
22.23888889,22.23888889,0.85
20.41666667,20.41666667,0.84
19.88333333,19.88333333,0.85
16.81111111,16.81111111,0.92
19.37777778,19.37777778,0.9
18.86666667,18.86666667,0.93
18.88333333,18.88333333,0.93
17.87222222,17.87222222,0.97
18.93888889,18.93888889,0.99
20.08888889,20.08888889,0.92
21.08888889,21.08888889,0.87
22.17777778,22.17777778,0.81
23.53333333,23.53333333,0.71
23.84444444,23.84444444,0.69
24.95555556,24.95555556,0.62
25.92222222,25.92222222,0.58
24.96111111,24.96111111,0.62
24.79444444,24.79444444,0.58
23.75555556,23.75555556,0.62
22.12777778,22.12777778,0.68
21.06111111,21.06111111,0.68
21.06666667,21.06666667,0.68
18.86666667,18.86666667,0.84
18.26666667,18.26666667,0.84
17.87777778,17.87777778,0.86
21.08888889,21.08888889,0.9
21.55,21.55,0.87
18.78333333,18.78333333,0.85
19.97777778,19.97777778,0.93
20.99444444,20.99444444,0.88
19.98888889,19.98888889,0.88
18.86666667,18.86666667,0.97
22.08888889,22.08888889,0.82
23.77222222,23.77222222,0.75
27.17777778,28.33888889,0.6
28.79444444,30.06111111,0.55
30.86111111,33.38333333,0.55
32.03888889,33.46111111,0.46
32.58888889,35.49444444,0.5
32.63888889,34.13333333,0.44
32.15,32.97777778,0.43
31.08333333,31.9,0.45
32.07777778,32.73888889,0.42
30.97222222,31.72222222,0.45
28.86111111,30.12777778,0.55
26.41111111,26.41111111,0.65
23.81666667,23.81666667,0.75
23.31111111,23.31111111,0.79
24.53888889,24.53888889,0.72
21.96666667,21.96666667,0.72
19.88333333,19.88333333,0.79
14.98888889,14.98888889,0.86
17.77777778,17.77777778,0.9
17.22222222,17.22222222,0.89
16.76666667,16.76666667,0.87
17.17777778,17.17777778,0.81
17.71111111,17.71111111,0.78
17.76111111,17.76111111,0.83
19.90555556,19.90555556,0.73
21.11666667,21.11666667,0.68
21.19444444,21.19444444,0.68
22.25,22.25,0.64
21.25555556,21.25555556,0.72
22.64444444,22.64444444,0.63
22.80555556,22.80555556,0.62
22.82777778,22.82777778,0.7
22.63333333,22.63333333,0.66
20.18888889,20.18888889,0.82
20.18333333,20.18333333,0.77
19.07222222,19.07222222,0.88
17.87222222,17.87222222,0.95
17.25,17.25,0.92
16.32777778,16.32777778,0.89
15.05555556,15.05555556,0.87
14.98888889,14.98888889,0.83
13.20555556,13.20555556,0.95
13.36666667,13.36666667,0.9
14.31666667,14.31666667,0.84
14.33888889,14.33888889,0.84
12.74444444,12.74444444,0.9
14.85,14.85,0.83
17.47222222,17.47222222,0.75
19.97777778,19.97777778,0.64
22.17777778,22.17777778,0.59
22.7,22.7,0.53
23.91111111,23.91111111,0.48
24.95,24.95,0.42
25.01111111,25.01111111,0.39
25.01666667,25.01666667,0.42
24.92777778,24.92777778,0.42
23.99444444,23.99444444,0.44
23.81111111,23.81111111,0.45
21.16111111,21.16111111,0.59
19.85,19.85,0.65
17.2,17.2,0.86
16.68888889,16.68888889,0.89
16.27777778,16.27777778,0.91
15.02777778,15.02777778,0.92
13.96111111,13.96111111,0.95
13.24444444,13.24444444,0.9
13.31666667,13.31666667,0.93
12.3,12.3,0.95
12.55,12.55,0.95
12.20555556,12.20555556,0.93
13.80555556,13.80555556,0.93
16.15555556,16.15555556,0.81
17.78333333,17.78333333,0.78
19.93333333,19.93333333,0.68
21.08333333,21.08333333,0.62
20.02777778,20.02777778,0.61
20.07777778,20.07777778,0.68
20.97777778,20.97777778,0.63
22.33888889,22.33888889,0.63
23.73333333,23.73333333,0.54
22.66111111,22.66111111,0.54
22.77777778,22.77777778,0.57
21.13888889,21.13888889,0.63
18.03333333,18.03333333,0.73
16.21111111,16.21111111,0.81
16.09444444,16.09444444,0.84
15.57222222,15.57222222,0.87
13.9,13.9,0.92
13.85555556,13.85555556,0.9
15.18888889,15.18888889,0.81
11.67777778,11.67777778,0.96
11.09444444,11.09444444,0.96
10.78888889,10.78888889,0.96
11,11,0.93
12.6,12.6,0.99
17.52222222,17.52222222,0.8
19.98888889,19.98888889,0.68
22.25,22.25,0.59
22.94444444,22.94444444,0.52
24.95555556,24.95555556,0.47
25.05,25.05,0.45
25.98333333,25.98333333,0.41
26.13333333,26.13333333,0.43
25.06666667,25.06666667,0.42
25.21111111,25.21111111,0.38
25.04444444,25.04444444,0.42
22.33333333,22.33333333,0.53
20.31111111,20.31111111,0.6
17.75555556,17.75555556,0.7
18.17222222,18.17222222,0.69
17.26111111,17.26111111,0.72
17.06111111,17.06111111,0.71
16.62222222,16.62222222,0.71
14.76111111,14.76111111,0.91
15.06666667,15.06666667,0.8
16.16111111,16.16111111,0.81
15.11666667,15.11666667,0.9
15.02222222,15.02222222,0.87
17.10555556,17.10555556,0.76
17.29444444,17.29444444,0.76
20.9,20.9,0.73
22.65,22.65,0.62
22.58888889,22.58888889,0.63
22.03888889,22.03888889,0.65
22.22222222,22.22222222,0.64
22.33333333,22.33333333,0.65
22.82777778,22.82777778,0.66
23.81666667,23.81666667,0.59
22.86111111,22.86111111,0.62
22.7,22.7,0.66
22.01666667,22.01666667,0.65
19.92222222,19.92222222,0.74
17.71111111,17.71111111,0.84
17.22222222,17.22222222,0.81
17.25555556,17.25555556,0.84
16.06666667,16.06666667,0.87
16.02222222,16.02222222,0.9
15.09444444,15.09444444,0.82
13.79444444,13.79444444,0.96
13.35555556,13.35555556,0.96
13.91666667,13.91666667,0.95
13.83888889,13.83888889,0.93
13.88888889,13.88888889,1
15.2,15.2,0.93
17.75,17.75,0.84
21.03888889,21.03888889,0.64
22.2,22.2,0.59
22.77777778,22.77777778,0.51
23.88888889,23.88888889,0.48
24.81111111,24.81111111,0.45
24.92777778,24.92777778,0.45
24.92777778,24.92777778,0.42
24.87222222,24.87222222,0.42
23.83888889,23.83888889,0.45
22.17222222,22.17222222,0.55
18.46111111,18.46111111,0.69
16.13333333,16.13333333,0.81
15.55555556,15.55555556,0.84
15.6,15.6,0.81
14.07222222,14.07222222,0.85
14.46111111,14.46111111,0.83
16.72222222,16.72222222,0.83
15.48888889,15.48888889,0.79
13.88888889,13.88888889,0.9
12.67222222,12.67222222,0.9
13.83888889,13.83888889,0.9
15.05,15.05,0.87
17.71111111,17.71111111,0.79
21,21,0.63
22.66666667,22.66666667,0.57
23.66666667,23.66666667,0.51
24.93333333,24.93333333,0.45
24.86111111,24.86111111,0.46
24.83888889,24.83888889,0.42
25,25,0.45
26.11111111,26.11111111,0.39
25.91111111,25.91111111,0.4
23.88888889,23.88888889,0.48
21.11111111,21.11111111,0.59
18.24444444,18.24444444,0.72
17.24444444,17.24444444,0.75
16.17777778,16.17777778,0.81
17.79444444,17.79444444,0.74
16.66666667,16.66666667,0.78
16.18888889,16.18888889,0.81
13.35,13.35,0.95
15.55555556,15.55555556,0.93
15,15,0.93
14.51666667,14.51666667,0.96
15,15,0.93
15,15,0.93
15,15,0.94
15.11666667,15.11666667,0.93
15.11666667,15.11666667,0.93
16.24444444,16.24444444,0.92
17.87222222,17.87222222,0.84
19.05,19.05,0.73
20.91666667,20.91666667,0.67
21.06111111,21.06111111,0.63
21.11111111,21.11111111,0.63
21.21111111,21.21111111,0.61
20.07222222,20.07222222,0.67
17.89444444,17.89444444,0.77
17.48888889,17.48888889,0.79
16.16111111,16.16111111,0.86
16.16111111,16.16111111,0.81
15.16666667,15.16666667,0.87
13.87222222,13.87222222,0.93
12.75555556,12.75555556,0.96
12,12,0.95
12.75,12.75,1
13.35555556,13.35555556,0.96
13.58333333,13.58333333,0.95
13.91111111,13.91111111,0.93
14.95,14.95,0.93
14.92222222,14.92222222,0.93
14.90555556,14.90555556,0.93
13.91111111,13.91111111,0.93
14.97222222,14.97222222,0.87
16.16111111,16.16111111,0.8
17.82777778,17.82777778,0.65
18.77222222,18.77222222,0.53
19.9,19.9,0.49
19.95,19.95,0.45
19.10555556,19.10555556,0.46
18.93333333,18.93333333,0.43
16.22777778,16.22777778,0.58
14.30555556,14.30555556,0.73
12.85,12.85,0.89
12.75555556,12.75555556,0.92
12.38333333,12.38333333,0.92
17.13888889,17.13888889,0.87
16.62222222,16.62222222,0.9
19.36111111,19.36111111,0.9
16.01666667,16.01666667,0.9
16.03888889,16.03888889,0.9
16.12222222,16.12222222,0.93
17.06111111,17.06111111,0.88
17.2,17.2,0.87
17.78333333,17.78333333,0.9
17.85,17.85,0.96
17.87222222,17.87222222,0.96
18.08888889,18.08888889,0.94
19.08333333,19.08333333,0.89
22.25555556,22.25555556,0.68
22.68333333,22.68333333,0.67
24.78888889,24.78888889,0.59
24.87777778,24.87777778,0.64
24.88333333,24.88333333,0.64
24.83333333,24.83333333,0.65
23.61111111,23.61111111,0.7
22.12777778,22.12777778,0.82
19.92777778,19.92777778,0.87
19.88333333,19.88333333,0.9
19.92222222,19.92222222,0.93
11.64444444,11.64444444,0.95
11.08333333,11.08333333,0.93
11.32222222,11.32222222,0.89
12.17222222,12.17222222,0.99
12.17222222,12.17222222,0.99
12.69444444,12.69444444,0.92
12.2,12.2,0.99
12.22222222,12.22222222,0.92
12.30555556,12.30555556,0.93
12.25,12.25,0.93
12.3,12.3,0.92
12.73888889,12.73888889,0.9
12.82777778,12.82777778,0.9
12.87222222,12.87222222,0.89
13.76666667,13.76666667,0.9
13.93888889,13.93888889,0.89
13.98888889,13.98888889,0.89
14.91111111,14.91111111,0.84
15.07222222,15.07222222,0.82
13.93888889,13.93888889,0.89
13.08888889,13.08888889,0.89
12.85,12.85,0.83
12.3,12.3,0.8
12.71111111,12.71111111,0.85
12.22222222,12.22222222,0.86
11.66666667,11.66666667,0.86
13.46111111,13.46111111,0.78
11.11666667,11.11666667,0.86
12.77777778,12.77777778,0.77
11.11111111,11.11111111,0.85
11.16111111,11.16111111,0.86
12.71111111,12.71111111,0.77
12.78888889,12.78888889,0.78
13.88888889,13.88888889,0.77
15.94444444,15.94444444,0.68
15.28333333,15.28333333,0.75
15.01666667,15.01666667,0.83
14.99444444,14.99444444,0.83
14.09444444,14.09444444,0.88
15.13888889,15.13888889,0.82
16.16111111,16.16111111,0.77
17.06111111,17.06111111,0.73
17.22222222,17.22222222,0.72
16.11111111,16.11111111,0.72
15,15,0.78
15,15,0.78
14.97777778,14.97777778,0.78
14.33333333,14.33333333,0.78
19.4,19.4,0.97
19.42222222,19.42222222,0.93
15.82777778,15.82777778,0.95
19.28333333,19.28333333,0.91
18.79444444,18.79444444,0.94
17.82222222,17.82222222,0.97
17.75555556,17.75555556,1
18.77222222,18.77222222,0.93
18.76666667,18.76666667,0.93
17.71111111,17.71111111,1
17.71111111,17.71111111,0.97
18.78888889,18.78888889,0.9
19.79444444,19.79444444,0.87
19.93333333,19.93333333,0.87
20.89444444,20.89444444,0.82
19.93333333,19.93333333,0.86
18.91666667,18.91666667,0.92
19.02222222,19.02222222,0.92
18.96111111,18.96111111,0.89
18.88888889,18.88888889,0.89
18.81111111,18.81111111,0.9
17.15555556,17.15555556,0.93
17.59444444,17.59444444,0.93
16.62777778,16.62777778,0.94
16.46111111,16.46111111,0.97
15.44444444,15.44444444,0.96
13.65,13.65,0.93
14.36111111,14.36111111,0.96
13.82777778,13.82777778,0.96
13.43888889,13.43888889,0.96
13.82777778,13.82777778,0.99
14.91111111,14.91111111,0.93
15.05555556,15.05555556,0.93
16.13888889,16.13888889,0.87
16.22777778,16.22777778,0.87
17.25555556,17.25555556,0.87
17.41111111,17.41111111,0.86
17.93888889,17.93888889,0.83
19.08333333,19.08333333,0.77
20.16111111,20.16111111,0.72
22.26666667,22.26666667,0.59
22.5,22.5,0.55
21.22777778,21.22777778,0.62
21.10555556,21.10555556,0.67
19.05555556,19.05555556,0.73
17.25,17.25,0.81
16.16111111,16.16111111,0.86
15.32777778,15.32777778,0.89
13.98888889,13.98888889,0.92
13.93888889,13.93888889,0.93
15.40555556,15.40555556,0.95
12.73888889,12.73888889,0.93
12.73888889,12.73888889,0.93
12.42222222,12.42222222,0.96
12.17777778,12.17777778,1
13.91666667,13.91666667,0.93
17.55555556,17.55555556,0.8
19.90555556,19.90555556,0.69
21.01666667,21.01666667,0.64
22.03888889,22.03888889,0.64
22.10555556,22.10555556,0.56
23.74444444,23.74444444,0.55
24.59444444,24.59444444,0.54
22.65,22.65,0.54
23.75,23.75,0.51
23.77222222,23.77222222,0.5
22.24444444,22.24444444,0.59
22.10555556,22.10555556,0.64
19.19444444,19.19444444,0.76
17.24444444,17.24444444,0.87
16.71111111,16.71111111,0.9
16.76111111,16.76111111,0.9
15.14444444,15.14444444,0.95
15.67222222,15.67222222,0.93
16.18888889,16.18888889,0.96
16.06666667,16.06666667,0.9
16.06666667,16.06666667,0.93
15.7,15.7,0.95
16.04444444,16.04444444,0.93
17.17777778,17.17777778,0.93
17.92222222,17.92222222,0.89
19.88333333,19.88333333,0.74
20.92777778,20.92777778,0.74
22.05,22.05,0.65
22.17222222,22.17222222,0.64
23.66111111,23.66111111,0.59
22.2,22.2,0.6
21.96666667,21.96666667,0.61
21.9,21.9,0.61
20.04444444,20.04444444,0.73
18.86666667,18.86666667,0.79
18.86666667,18.86666667,0.81
17.87222222,17.87222222,0.9
17.22222222,17.22222222,0.93
17.22222222,17.22222222,0.93
16.76666667,16.76666667,0.97
16.68888889,16.68888889,0.97
17.15,17.15,0.97
14.93333333,14.93333333,0.96
16.62222222,16.62222222,0.97
16.06111111,16.06111111,0.97
15.67777778,15.67777778,0.96
16.13333333,16.13333333,0.93
16.18333333,16.18333333,0.99
17.19444444,17.19444444,0.94
17.77777778,17.77777778,0.9
19.88333333,19.88333333,0.79
19.93888889,19.93888889,0.79
22.62222222,22.62222222,0.67
22.16111111,22.16111111,0.68
21.12222222,21.12222222,0.78
22.2,22.2,0.68
22.75555556,22.75555556,0.66
22.18888889,22.18888889,0.68
22.08333333,22.08333333,0.65
19.97777778,19.97777778,0.73
18.01666667,18.01666667,0.78
16.25,16.25,0.87
15.67222222,15.67222222,0.9
15.74444444,15.74444444,0.9
15.07222222,15.07222222,0.93
15.02777778,15.02777778,0.93
15.06111111,15.06111111,0.88
14.53888889,14.53888889,0.93
13.96111111,13.96111111,0.96
13.63888889,13.63888889,0.96
14.00555556,14.00555556,0.93
16.11666667,16.11666667,0.93
17.75555556,17.75555556,0.89
20.02777778,20.02777778,0.78
21.13888889,21.13888889,0.68
21.99444444,21.99444444,0.69
22.27222222,22.27222222,0.68
22.85,22.85,0.7
23.9,23.9,0.61
24.97777778,24.97777778,0.54
24.97777778,24.97777778,0.54
25.95,25.95,0.47
24.97777778,24.97777778,0.47
23.88888889,23.88888889,0.5
21.25555556,21.25555556,0.59
20.97222222,20.97222222,0.73
18.8,18.8,0.83
17.7,17.7,0.91
6.572222222,5.416666667,0.93
6.627777778,6.627777778,0.93
6.622222222,5.55,0.96
6.622222222,5.55,0.93
6.15,5,0.96
6.061111111,6.061111111,1
6.061111111,6.061111111,1
6.1,6.1,0.94
6.061111111,6.061111111,1
7.15,7.15,0.93
6.227777778,4.427777778,0.99
7.222222222,5.822222222,0.93
7.755555556,7.755555556,0.89
7.788888889,7.044444444,0.89
7.755555556,7.755555556,0.89
7.755555556,7.238888889,0.89
7.322222222,7.322222222,0.92
7.172222222,6.605555556,0.93
7.15,7.15,0.93
7.127777778,5.783333333,0.93
7.127777778,5.455555556,0.93
6.622222222,5.466666667,0.93
6.627777778,6.627777778,0.93
6.111111111,4.344444444,0.96
9.044444444,6.2,0.83
2.633333333,-0.294444444,0.95
8.4,6.6,0.93
8.355555556,7.566666667,0.96
8.361111111,6.55,0.96
7.805555556,7.805555556,0.96
7.127777778,7.127777778,1
5.35,5.35,0.93
6.088888889,6.088888889,0.99
7.711111111,6.444444444,0.99
8.805555556,7.066666667,0.92
8.794444444,6.922222222,0.83
7.777777778,5.272222222,0.88
9,6.466666667,0.83
7.8,5.3,0.88
7.8,5.088888889,0.83
7.372222222,4.961111111,0.85
6.183333333,3.794444444,0.85
5.05,2.438888889,0.86
4.183333333,1.161111111,0.89
2.388888889,-0.305555556,0.92
2.894444444,1.061111111,0.92
2.011111111,-1.038888889,0.92
1.833333333,-1.344444444,0.92
1.872222222,-0.15,0.91
2.205555556,2.205555556,0.96
1.161111111,-0.888888889,0.92
0.566666667,0.566666667,0.96
0.716666667,-1.405555556,0.96
0.027777778,-2.216666667,0.96
0.977777778,-0.6,0.93
0.194444444,0.194444444,0.93
1.111111111,1.111111111,0.92
2.25,2.25,0.92
3.111111111,3.111111111,0.94
6.161111111,6.161111111,0.79
6.188888889,4.583333333,0.79
7.205555556,7.205555556,0.73
7.3,6.25,0.72
6.111111111,5.355555556,0.79
4.05,4.05,0.91
2.25,2.25,1
2.7,0.438888889,0.96
2.411111111,1.133333333,0.99
2.122222222,2.122222222,1
2.172222222,-0.994444444,0.96
1.344444444,1.344444444,1
2.122222222,0.272222222,1
2.372222222,2.372222222,0.96
0.1,-3.255555556,0.99
1.372222222,-0.455555556,1
1.372222222,1.372222222,1
1.3,1.3,0.96
1.011111111,1.011111111,1
0.766666667,0.766666667,0.93
0.672222222,-1.783333333,0.99
0.766666667,-2.577777778,1
0.788888889,-2.155555556,1
0.85,-3.033333333,0.99
1.972222222,-1.477777778,0.93
2.044444444,-1.961111111,0.93
2.127777778,-1.194444444,0.99
2.138888889,-1.594444444,1
2.161111111,-1.283333333,1
2.233333333,-0.405555556,0.93
2.177777778,-0.894444444,0.92
2.177777778,-1.777777778,0.92
2.105555556,-0.8,0.93
1.161111111,-2.138888889,1
1.672222222,-1.538888889,0.96
0.95,-3.011111111,1
1.116666667,-2.233333333,0.96
0.533333333,-3.566666667,0.96
0.377777778,-3.65,0.96
-0.483333333,-4.15,1
-0.483333333,-4.061111111,0.96
-0.922222222,-3.477777778,1
-1.038888889,-4.4,1
-1.088888889,-4.438888889,1
-0.994444444,-4.405555556,1
-1.088888889,-4.838888889,0.93
-1.088888889,-4.411111111,1
-1.077777778,-4.411111111,1
-1.061111111,-4.888888889,1
0.072222222,-3.472222222,0.92
0.038888889,-3.833333333,0.93
0.044444444,-3.9,1
0.094444444,-3.377777778,1
0.138888889,-3.311111111,1
0.072222222,-3.511111111,1
0.05,-3.866666667,1
0.122222222,-3.705555556,1
0.05,-4.133333333,1
0,-4.255555556,0.96
0.05,-4.233333333,0.96
-0.022222222,-3.561111111,1
-0.072222222,-3.638888889,1
-0.894444444,-2.761111111,0.97
0.438888889,-3.688888889,0.96
0.411111111,-3.727777778,0.96
-0.094444444,-4.288888889,0.97
-0.138888889,-4.722222222,1
-1.111111111,-5.888888889,1
-1.033333333,-5.927777778,1
-1.111111111,-5.594444444,1
-1.111111111,-5.244444444,1
-0.161111111,-4.144444444,0.94
-0.022222222,-4.261111111,1
-0.022222222,-3.583333333,1
0.961111111,-2.938888889,0.93
1.066666667,-2.916666667,0.92
0.05,-3.827777778,1
0.983333333,-1.644444444,0.93
0.05,-3.072222222,1
0,-3.533333333,0.93
-0.838888889,-4.627777778,1
-1.016666667,-4.372222222,1
